review,rating,review_date,app_version,helpful_votes,developer_reply,country,bank,app_id,year,review_length
Θέλω να το κατεβάσω στο κινητό μου κάτι που είχα κάνει και παλιότερα και τώρα λέει δεν είναι συμβατή η συσκευή ! Επικοινώνησα και επειδή την έχουν αναβαθμίσει συμβαίνει αυτό άρα πρέπει να αλλάξω κινητό? Γιατί να μην δίνεται η δυνατότητα να κατεβάζουμε την κάρτα μας και με το Google wallet όσοι έχουν τέτοιο θέμα δεν το καταλαβαίνω!,1,2026-04-21 15:58:22,,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,332
Αρκετά καλή,5,2026-04-21 14:53:00,4.212.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,11
Δεν μπορώ να κάνω εγκατάσταση.. πρέπει να αγοράσω νέο κινητό..,1,2026-04-21 12:29:10,,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,62
"Γιατί μόνο android 11,καντε κατι",2,2026-04-21 11:29:00,,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,32
Teleia.,4,2026-04-20 16:47:24,4.212.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,7
"Έχω το alpha mobile και μου λένε να την καταργήσω και να την ξανακατεβάσω,προκειμένου να μου δωσουν την fuel pass κάρτα.Δεν πανε καθόλου καλά.Θα φανε ΑΚΥΡΟ απ όλα!",1,2026-04-20 14:51:58,4.212.0,4,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,163
κλασσικη κωλοτραπεζα την επελεξα τυχαια για το fuellpas μας επρηξε μεχρι να βρουμε τη καρτα. απαιτει να κατεβασουμε κ την εφαρμογη .. ξηλωμα και ποτε ξανα,1,2026-04-19 20:07:49,4.212.0,4,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,154
απαράδεκτο δεν υποστηρίζει σχετικά παλαιότερα κινητά,1,2026-04-19 12:33:25,,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,52
Ελληνικά δεν έχει η εφαρμογή;;;;,1,2026-04-18 22:29:53,4.212.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,32
Να μου πει κάποιος γιατί δεν μπορώ να κατεβάσω την εφαρμογη σε συσκευή Huawei mate 20 pro με android 12. 0.0 ενώ έχω διαγράψει από μέσα από το web banking την προηγούμενη συσκευή μου. Λυπάμαι αλλά θα σταματήσω γι αυτό τον λόγο την τράπεζα!,2,2026-04-18 22:23:07,4.4.29,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,239
"και ξαφνικά σταμάτησε να λειτουργεί... ετσι ένα πρωί μετά από ένα update ... και περιμένω 4 μήνες να μου απαντήσουν κάτι ... ότι ... και είμαι χωρίς mobile banking, iris κλπ (με ατομική επιχείρηση) εδώ και 4 μήνες !!! ΝΤΡΟΠΗ",1,2026-04-18 19:51:04,4.212.0,4,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,224
"Τι σόι αναβάθμιση είναι αυτή που πλέον δεν μπορώ να το έχω στο κινητό μου, ενώ μέχρι τώρα την είχα την εφαρμογή. Ντροπή σας",1,2026-04-18 14:09:34,4.192.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,123
ΠΟΛΥ ΚΑΛΗ,5,2026-04-18 08:34:00,4.212.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,9
Απαράδεκτη η τράπεζα να σε εξαναγκάζει να αγοράσεις νέο κινητό για να βάλεις ένα κρατικό επίδομα.,1,2026-04-17 22:00:11,4.212.0,3,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,97
Είναι η πιο εύκολη εφαρμογή,5,2026-04-17 21:18:53,,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,27
έκανα το λάθος να την διαλέξω για το fuell pass ..,1,2026-04-17 19:02:08,4.212.0,4,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,50
δεν λειτουργεί τπτ κ δεν έχω παλιό κινητό,1,2026-04-17 15:50:14,4.212.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,41
ΑΙΣΧΟΣ,1,2026-04-17 14:50:39,,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,6
κάκιστη λειτουργικότητα,1,2026-04-17 13:49:12,4.212.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,23
Ξαφνικά δεν μπορούμε να χρησιμοποιήσουμε την εφαρμογή.. Πρέπει να αλλάξουμε κινητό.. Μάλιστα. Μάλλον τράπεζα θα αλλάξουμε,1,2026-04-17 12:14:46,4.192.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,121
ένα αστέρι για με υποχρεώνει να πάρω καινούριο smartphone για να λειτουργήσει η εφαρμογή με το έτσι θέλω,1,2026-04-17 10:49:47,4.192.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,104
"Η εφαρμογή είναι τραγική όπως και η τράπεζα. Έχει χρειαστεί να την χρησιμοποιήσω παλιότερα για market pass και είχα ταλαιπωρηθεί αφάνταστα. Τώρα για το fuel pass, μου έστειλαν άλλο username για να βρω την άυλη κάρτα, το οποίο πάω να το περάσω στην εφαρμογή, η εφαρμογή βγάζει μήνυμα πως το τηλέφωνο είναι ταυτοποιημενο με το παλιό username και ότι αν θέλω να προχωρήσω πρέπει να διαγράψω τον παλιό λογαριασμό. Ούτε από Web banking τα κατάφερα γιατί ενώ την είδα , δεν μπορώ να την βάλω στο GPay",1,2026-04-17 10:42:11,4.212.0,7,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,494
"Δεν έρχεται 6ψηφιος κωδικός για να περάσω την κάρτα fuel pass στο Google wallet, λέει ότι δεν έχω δικαίωμα να χρησιμοποιήσω αυτή την υπηρεσία",1,2026-04-17 10:33:31,4.212.0,3,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,141
προσπαθώ να μπω εδώ και ώρες και δεν μπορώ με τίποτα,1,2026-04-17 10:08:40,,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,52
Εύκολη και κατανοητή εφαρμογή!,5,2026-04-17 06:27:15,4.212.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,30
"Πόσο άθλιοι είστε??? Δεν πιστεύω ότι είναι από ανικανότητα, τόση βλακεία δεν έχουν ούτε οι μαϊμούδες, υπάρχει δόλος και μπλοκάρει η εφαρμογή ή δεν έρχονται οι κωδικοί επιβεβαίωσης. 17/4/2026. Αχρηστεύετε τίς δήθεν παλαιές συσκευές με τίς σιχαμερές συνεχείς ενημερώσεις και λέτε από 11 android και νεώτερες, έχω 12,μισή καί δεν δέχεται ούτε την εφαρμογή. Έχουμε ότι αξίζει σε ενα Ραγιά κυρίαρχο ρουσφετολάγνο πιθηκολαό.",1,2026-04-17 00:35:57,,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,418
palio einai,1,2026-04-17 00:04:33,,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,11
"Επέλεξα alphabank για το fuel pass και επειδή το κινητό μου δεν είναι android 11 δεν ειναι συμβατό με την εφαρμογή, οπότε δε μπορώ να χρησιμοποιήσω το voucher! Απαράδεκτο",1,2026-04-17 00:01:52,,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,170
Άπιστευτο Απλό και γρήγορο.,5,2026-04-16 23:34:27,4.212.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,27
πολύ καλη,5,2026-04-16 21:59:10,4.212.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,9
"Κάθε φορά που πρέπει να γίνει επιστροφή χρημάτων από μια επιχείρηση λόγω υπαιτιότητάς της, η Alpha Bank κάνει 25 εργάσιμες ημέρες να αποδεσμεύσει τα χρήματα ΜΟΥ και να φανούν στον λογαριασμό μου. Απαράδεκτο! Αρκετά! Να μάθουν όλοι την κατάχρηση που κάνετε! Ντροπή σας να ταλαιπωρείτε τον κόσμο!!!",5,2026-04-16 13:25:35,4.212.0,7,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,296
"μην προσπαθείτε να αλλάξετε password μέσα από το αππ, εγώ όσες φορές προσπάθησα δεν τα κατάφερα, καλύτερα να το κάνετε μέσα από το ίδιο το σάιτ.",1,2026-04-16 12:24:39,,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,144
Με υποχρεώνει να αλλάξω κινητό..,1,2026-04-15 21:07:04,4.192.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,32
Τραγικη κινηση της Alpha Bank να λειτουργει το app πλεον μονο με Android 11. Μας αναγκαζει θελουμε δεν θελουμε η εχουμε δεν έχουμε να αλλαξουμε κινητά. ΑΠΑΡΆΔΕΚΤΟΙ!!!!!!,1,2026-04-15 11:49:53,4.212.0,7,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,169
Είναι απαράδεκτο αυτό να μη δουλεύει με παλαιότερες εκδόσεις Android. έπρεπε να το διευκρινίζει η τράπεζα αυτό όσο αφορά το Fuel Pass,1,2026-04-15 10:20:02,,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,133
Δε μπορεί να εχουμε πρόβλημα καθε ενα με δύο μήνες και να μη φορτιζει μια απλή prepaid card απο την εφαρμογή,1,2026-04-15 00:44:03,4.212.0,4,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,108
Απαράδεκτοι! ΝΑ ΜΗΝ ΕΊΝΑΙ ΣΥΜΒΑΤΌ ΠΛΈΟΝ ΜΕ ΤΟ ΚΙΝΗΤΌ ΕΤΣΙ ΞΑΦΝΙΚΆ ΝΑ ΣΕ ΑΝΑΓΚΆΖΕΙ ΝΑ ΑΛΛΆΞΕΙΣ ΚΙΝΗΤΟ? ΤΡΆΠΕΖΑ Σ ΛΈΕΙ ΜΕΤΆ!!,1,2026-04-14 20:44:34,4.190.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,123
Απαράδεκτο να μην μπορούμε στη εφαρμογή λόγω Android,1,2026-04-14 20:23:19,4.192.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,52
Δεν ντρέπεστε λίγο να αποκλείετε παλαιότερα κινητά με παλαιότερες εκδόσεις για να αναγκάζετε τον κόσμο να αγοράσει καινούργιο κινητό Πήρα την huawei και λέει ότι είναι δική σας ευθύνη Ντροπή σας,1,2026-04-14 15:41:01,,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,194
Perfect 👍,5,2026-04-14 13:54:07,4.212.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,9
Απαράδεκτο να υποχρεώνεται ο πελάτης να αναβαθμίσει το smartphone (επιπλέον έξοδα για έναν συνταξιούχο) για να έχει πλήρη πρόσβαση στο αναβαθμίσμενο app της alphabank.,1,2026-04-14 12:48:22,4.192.0,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,167
Απαραδεκτο να μην μπορω να κατεβασω την εφαρμογη λογω android. Δεν μπορουμε να χρησιμοποιησουμε το fuell pass. Δεν θα επιλεγαμε την τραπεζα σας αν το γνωριζαμε. Απαραδεκτοι,1,2026-04-14 11:39:11,4.4.17,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,172
μου είναι πολύ δύσκολο να κατεβάσω την κάρτα για το fuelpass ενώ τα γράφω σωστά μου λέει δεν είναι σωστά μπορώ να πάω σε ένα υποκατάστημα σας να με βοηθήσουν??,3,2026-04-13 19:29:52,4.212.0,2,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,159
"Η εφαρμογή θέλει κάποιες βελτιώσεις, κατά τα υπόλοιπα όλα πολύ καλά!",5,2026-04-13 19:10:37,4.212.0,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,68
Γιατί πρέπει να αλλάξω συσκευή για να έχω την εφαρμογή? ΑΠΑΡΆΔΕΚΤΟ!!!!,1,2026-04-12 21:31:11,,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,70
"Είναι απαράδεκτο να σε υποχρεώνει η τράπεζα να αγοράσεις νέα συσκευή για να έχεις την εφαρμογή στο κινητό σου, ούτε με android 12 δεν δουλεύει. Η πιο ΑΠΑΡΑΔΕΚΤΗ τραπεζική εφαρμογή.",1,2026-04-12 19:34:11,,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,180
δε δουλεύει να πάρω το fuel pass,1,2026-04-12 18:40:29,4.212.0,4,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,32
την κάρτα την βλέπω...τους λογαριασμούς μου δεν βλεπω,5,2026-04-11 19:44:36,4.212.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,53
καθόλου user friendly,1,2026-04-10 20:45:08,4.212.0,2,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,21
Δεν είναι συμβατή με την συσκευή μου λεει,1,2026-04-10 18:53:36,,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,41
Τι θα γίνει τώρα που δεν μπορώ να κατεβάσω την εφαρμογή για τα καύσιμα; Πρέπει να αγοράσω κινητό καινούργιο φτιάξτε το,1,2026-04-10 16:56:17,,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,118
δεν είναι πλέον συμβατό με τη συσκευή .δηλ πρέπει να άλλαξω συσκευή,1,2026-04-10 16:06:16,,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,67
προσπαθώ μια μέρα να ανοίξω λογαριασμό τσάμπα,1,2026-04-10 15:14:24,4.212.0,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,45
Λόγω αναβάθμισης τους πρέπει εγώ να πάρω καινούριο κινητό είναι γελοίο το θέμα,1,2026-04-10 12:06:41,,2,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,78
θελω ν ανοιξω online λογαριασμο αλλα δεν προχωραει στα επομενα βηματα,1,2026-04-10 11:23:49,4.212.0,2,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,69
αλλάξατε το λογισμικό και δεν μπορώ να κάνω συναλλαγές,1,2026-04-10 10:21:56,4.172.0,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,54
"Εξαιρετική εφαρμογή, με αμεσότητα, ασφάλεια και ταχύτητα ολοκλήρωσης όλων των χρηματοοικονομικών συναλλαγών.",5,2026-04-10 10:05:58,4.212.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,108
Μόλις πήγα να πληρώσω και λέει θέλει τη καινούργια έκδοση και το δεν υποστηρίζει το κινητό μου. Δηλαδή πρπει να πάρω καινούργιο κινητό για να έχω το app είναι δυνατόν?!ντροπή σας. Κάντε κάτι.,1,2026-04-10 08:07:56,4.192.0,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,191
Δεν υποστηρίζει Huawei P30 pro. Ήμαρτον. Φτιάξτε το.,1,2026-04-09 21:02:43,,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,52
Θέλετε αξιολόγηση για κάτι που δεν μπορούμε να κάνουμε καν download;;;,1,2026-04-09 19:02:27,,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,70
tragik,2,2026-04-09 16:01:20,,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,6
Είχα την εφαρμογή στο προηγούμενο πολύ παλιό κινητό μου χωρίς να αντιμετωπίζω πρόβλημα. Προσπάθησα να βάλω την εφαρμογή και στο δεύτερο νεότερο κινητό μου και δεν με αφήνει γιατί έχει android 10 και απαιτούν από 11 και πάνω. Ντροπή σας! Θα με χάσετε από πελάτη σας!,1,2026-04-09 14:57:27,4.192.0,2,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,265
Μόνο απίστευτη ταλαιπωρία .,1,2026-04-09 14:02:54,4.212.0,3,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,27
"Δυστυχώς πρέπει να αλλάξουμε ή συσκευή ή τράπεζα. Το 2ο είναι ευκολότερο και με μηδενικό κόστος. Επιεικώς απαράδεκτοι οι προγραμματιστές της εφαρμογής που αναγκάζουν τους πελάτες σε αλλαγή λόγω μη συμβατότητας, ενω μέχρι πριν λίγες μέρες η συσκευή ήταν συμβατή και τώρα επικαλούνται θέματα, ασφαλείας. Απατεώνες.",1,2026-04-08 21:48:32,3.9.2,2,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,312
Είναι δυνατόν ξαφνικά να μην είναι συμβατή η συσκευή με το app;;;;; απαράδεκτο τουλάχιστον...,1,2026-04-08 21:27:54,4.4.18,2,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,93
Παρακαλώ βρείτε τρόπο για την αϋλη να μπορεί να μπει στο Google wallet πλην της εφαρμογής mobile που δεν υποστηρίζει παλαιότερα κινητά.,1,2026-04-08 19:20:30,,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,135
Είστε ότι χειρότερο από εφαρμογή υπάρχει... Ντρέπομαι και μόνο που υπάρχετε,1,2026-04-08 17:21:03,,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,75
Καλή.!,5,2026-04-08 15:16:47,4.212.0,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,6
δυσνόητο,1,2026-04-08 12:56:21,4.212.0,2,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,8
Πραγματικα πολύ καλή εξυπηρέτηση,5,2026-04-07 21:50:14,,0,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,32
ΑΠΑΡΑΔΕΚΤΗ Η ALPHA BANK! Αποφάσισε να μην λειτουργεί το mobile app σε android κατω του 11. Υπάρχουν κ αλλες τράπεζες να μεταφέρουμε τα χρήματα μας...Κ οχι με το ζορι δλδ να αλλάξουμε το κινητο μας...,1,2026-04-07 18:38:56,4.192.0,2,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,199
"Καλο ειναι, αλλα θελει ακομα δουλεια",4,2026-04-07 18:29:41,4.212.0,5,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,36
Είναι η χειρότερη τραπεζική εφαρμογή που έχω χρησιμοποιήσει με διαφορά! Την έχω μόνο 2 μήνες σε καινούριο κινητό και από την προηγούμενη εβδομάδα δε μπορώ να κάνω καμιά συναλλαγή είτε εντός είτε εκτός τράπεζας. Όποιος ενδιαφέρεται να ανοίξει λογαριασμό μισθοδοσίας κάντε την χάρη στον εαυτό σας και πηγαίνετε σε οποιαδήποτε άλλη τράπεζα γιατί δε θα μπορείτε να πληρώσετε τίποτα....,1,2026-04-07 17:24:00,4.212.0,8,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,381
Δεν δουλεύουν οι κωδικοί επαλήθευσης που στέλνει στο mail,1,2026-04-07 17:03:06,4.212.0,2,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,57
"Δυστυχώς μετά την αναβάθμιση , η εφαρμογή δεν μπορεί να λειτουργήσει στο κινητό μου γιατί δεν είναι android 11. Δεν μπορείτε να κάνετε κάτι για αυτό;",2,2026-04-07 11:41:06,3.9.2,2,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,149
Απαράδεκτο να λειτουργεί η εφαρμογή μόνο με Android 11 και πάνω. Πρέπει δλδ να αλλάξω συσκευή που η δικιά μου έχει Android 10,1,2026-04-06 19:56:48,4.192.0,1,,Greece,Alpha_Bank,com.mobileloft.alpha.droid,2026,125
