reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,country,bank,app_id
1583aede-cef5-42fb-b19d-d10cc5bc4e72,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,πολλά κολλήματα,1,0,10.1.35,2026-05-07 17:36:12,"Καλησπέρα σας! Λυπούμαστε που η εμπειρία σας δεν είναι η αναμενόμενη. Αν αντιμετωπίζετε κάποιο συγκεκριμένο θέμα, μπορείτε να μας στείλετε μια σύντομη περιγραφή στο mobilebanking@nbg.gr, ώστε να το δούμε μαζί και να σας βοηθήσουμε.",2026-05-08 11:22:28,10.1.35,Greece,NBG,mbanking.NBG
cd627794-7011-419c-9b00-44c424055c48,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Δεν λειτουργεί η εφαρμογή. Σε κάθε συναλλαγή βγάζει μήνυμα σφάλματος,1,0,10.1.35,2026-05-07 17:08:50,"Καλησπέρα σας! Λυπούμαστε που η εμπειρία σας δεν είναι η αναμενόμενη. Για το μήνυμα σφάλματος που εμφανίζεται στις συναλλαγές, θα χρειαστεί να μας στείλετε μια σύντομη περιγραφή, τα στοιχεία σας και screenshot του μηνύματος στο mobilebanking@nbg.gr, ώστε να το διερευνήσουμε πιο συγκεκριμένα.",2026-05-08 11:22:14,10.1.35,Greece,NBG,mbanking.NBG
5c39226e-e84f-4a49-a3ee-625ff7aa473d,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,κλεφτες αφαιρουν 6 ευρω απο το λογαριασμο μας εκδιδουν Dual καρτες χωρις να ενημερωσουν η να ρωτησουν ακομα και να ερθουν σε επικοινωνια για να ξερουν το αν θελεις η οχι. καταγγελια πρεπει να κανουν ολοι στην αρχη προστασιας του καταναλωτη και στην γενικη γραμματεια εμποριου για αθεμιτες πρακτικες σε βαρος εργαζομενων μισθωτον χωρις προηγουμενη συνεναιση η υπογραφη πελατη. παρανομες πρακτικες και επιβολες κοστους σε ηδη υπαρχουσες δωρεαν υπηρεσιες.παρανομες εξυπναδες και αυθαιρεσιες. μονο ελλαδα,1,1,10.1.35,2026-05-07 16:57:19,,,10.1.35,Greece,NBG,mbanking.NBG
58500b99-c60d-4638-8cba-74afa1145cdf,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Καλή εξυπηρέτηση,5,0,10.1.35,2026-05-07 13:40:00,Καλησπέρα σας! Ευχαριστούμε πολύ για τη θετική σας αξιολόγηση 😊,2026-05-08 11:18:37,10.1.35,Greece,NBG,mbanking.NBG
2db30d3a-833c-4d75-99fe-d27bfbfd4ef2,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,κάθε δύο μέρες ζητάει πάλι pin από την αρχή....ότι χειρότερο υπάρχει σε εφαρμογή,1,0,10.1.35,2026-05-07 11:18:29,Καλησπέρα σας! Γνωρίζουμε το θέμα που αναφέρετε με την επαναλαμβανόμενη καταχώρηση συσκευής σε ορισμένες περιπτώσεις. Ετοιμάζεται ήδη διορθωτική έκδοση και θα σας ενημερώσουμε μόλις είναι διαθέσιμη. Κατανοούμε την αναστάτωση και σας ζητούμε συγγνώμη.,2026-05-08 11:18:26,10.1.35,Greece,NBG,mbanking.NBG
bd715881-6555-4bfc-bad6-3186f394e667,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ευχαριστημένος!!!,5,0,10.1.19,2026-05-07 08:29:24,Καλησπέρα σας! Ευχαριστούμε πολύ για τη θετική σας αξιολόγηση 😊,2026-05-07 10:37:58,10.1.19,Greece,NBG,mbanking.NBG
d0f74f19-01af-4184-8d0f-23624418efee,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"[update] είσαι στο περιβάλλον του app θέλεις να κλείσεις ραντεβού και σε πάει σε browser ! και σου λέει ότι πρέπει να συνδεθείς στο app !!!!. Η εφαρμογή είναι για κλάματα! Όπως μου είπαν από κατάστημα της ΕΘΝΙΚΗΣ δεν μπορείς να κλείσεις ραντεβού μέσω app, μπορείς μόνο μέσα από την ιστοσελίδα!!",1,3,10.1.35,2026-05-07 06:34:48,"Καλησπέρα σας! Για το θέμα που αναφέρετε θα μας βοηθούσε να μας στείλετε τη συσκευή που χρησιμοποιείτε, screenshot του μηνύματος και μια σύντομη περιγραφή στο mobilebanking@nbg.gr, ώστε να το διερευνήσουμε πιο συγκεκριμένα.",2026-04-06 14:15:32,10.1.35,Greece,NBG,mbanking.NBG
844eb174-4697-445b-a66a-2ebb889cf947,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Εξαιρετική συνεργασία με εύκολο και αποτελεσματικό App.,5,0,10.1.35,2026-05-06 23:44:52,Καλησπέρα σας! Ευχαριστούμε πολύ για τη θετική σας αξιολόγηση 😊,2026-05-07 10:37:54,10.1.35,Greece,NBG,mbanking.NBG
e47dcedd-317f-4712-a0bc-597cb18e443e,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Σκέτη ταλαιπωρία,1,0,10.1.35,2026-05-06 20:50:28,"Καλησπέρα σας! Λυπούμαστε που η εμπειρία σας δεν είναι η αναμενόμενη. Αν αντιμετωπίζετε κάποιο συγκεκριμένο θέμα, μπορείτε να μας στείλετε μια σύντομη περιγραφή στο mobilebanking@nbg.gr, ώστε να το δούμε μαζί και να σας βοηθήσουμε.",2026-05-07 10:38:10,10.1.35,Greece,NBG,mbanking.NBG
f08e490b-2ce3-45a5-8181-aaa4704f2712,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ΤΑ 5 ΑΣΤΕΡΑΚΙΑ ΓΙΑ ΤΟΝ ΚΥΡΙΟ ΚΟΥΝΤΟΥΡΗ ΠΟΥ ΗΤΑΝ ΚΑΤΑΤΟΠΙΣΤΙΚΟΣ!!!!,5,0,10.1.35,2026-05-06 18:17:55,Καλησπέρα σας! Ευχαριστούμε πολύ για τη θετική σας αξιολόγηση 😊,2026-05-07 10:37:45,10.1.35,Greece,NBG,mbanking.NBG
12709d9c-3dac-4a95-adb7-94d2f3215dcf,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Πακτωλός χρημάτων κέρδη ετησίως και το προσωπικό παντελώς ανεκπαίδευτο.βλέπω στο app καινούρια πιστωτική κάρτα την οποία δεν έχω αιτηθεί..παίρνω τηλέφωνο να δω περί τίνος πρόκειται..δε βγάζω άκρη και ζητάω την ακύρωση της εφ' όσον δεν έχω αιτηθεί την έκδοση της και η συνδρομή προφανώς δεν είναι δωρεάν..σήμερα και ενώ η κάρτα φαίνεται στο app εδώ και μία εβδομάδα ενημερώνομαι ότι η δεύτερη εκδίδεται προς αντικατάσταση της πρώτης και πρέπει να κάνω αίτηση για να την αποκτήσω!,1,1,10.1.35,2026-05-06 16:22:37,"Καλησπέρα σας! Λυπούμαστε που η εμπειρία σας δεν είναι η αναμενόμενη. Για το θέμα που αναφέρετε με την κάρτα που εμφανίζεται στην εφαρμογή, θα μας βοηθούσε να μας στείλετε τα στοιχεία σας και την κάρτα στην οποία αναφέρεστε στο mobilebanking@nbg.gr, ώστε να διερευνήσουμε το ζήτημα πιο συγκεκριμένα.",2026-05-07 10:37:29,10.1.35,Greece,NBG,mbanking.NBG
c0657122-1a07-49c1-9fde-ad0ee09f8a08,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Γενικώς καλή εφαρμογή. Παντελώς απαράδεκτο το ότι στη σημερινή εποχή είναι αναγκαίο πρέπει στην αιτιολογία της συναλλαγής να πρέπει να γράφουμε λέξεις χωρίς τόνους (δηλαδή να πληκτρολογούμε γράμμα-γράμμα την κάθε λέξη, αντί για χρήση έτοιμων λέξεων)...",4,1,10.1.35,2026-05-06 15:24:46,Καλησπέρα σας! Ευχαριστούμε πολύ για το σχόλιό σας και τη θετική αξιολόγηση 😊 Λαμβάνουμε υπόψη το feedback σας σχετικά με την αιτιολογία συναλλαγών και φροντίζουμε συνεχώς να βελτιώνουμε την εφαρμογή για μια καλύτερη και πιο εύχρηστη εμπειρία χρήσης.,2026-05-07 10:32:52,10.1.35,Greece,NBG,mbanking.NBG
02463cac-4490-4804-b204-cf34f81c60d7,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Όλα πολύ εύκολα,5,0,10.1.35,2026-05-06 12:35:24,Καλησπέρα σας! Ευχαριστούμε πολύ για τη θετική σας αξιολόγηση 😊,2026-05-07 10:30:17,10.1.35,Greece,NBG,mbanking.NBG
96a527b0-55a3-431c-8cda-7da045ff68e7,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Δεν είναι επιλέξιμη καμία από τις μεταφορές! Έκανα επανεκκίνηση αλλά τίποτα. Αντιθέτως οι πληρωμές είναι δυνατόν να επιλεχθούν! Τελικά είστε καφενείο όχι τράπεζα!,1,2,10.1.35,2026-05-06 11:46:55,"Καλησπέρα σας! Για το θέμα που αναφέρετε με την αδυναμία επιλογής Νέας Μεταφοράς, θα χρειαστεί να μας στείλετε μια σύντομη περιγραφή και τα στοιχεία σας στο mobilebanking@nbg.gr, ώστε να το διερευνήσουμε πιο συγκεκριμένα.",2026-04-22 13:03:51,10.1.35,Greece,NBG,mbanking.NBG
412f2dbf-6f43-453b-a7e4-87633eb35c8f,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Η εφαρμογή είναι άχρηστη κάθε λίγο μου ζητάει νέους κωδικούς. Επιτέλους δείτε το πρόβλημα δεν μπορούμε να ασχολούμαστε με app συνέχεια,1,1,10.1.35,2026-05-06 10:01:24,Καλησπέρα σας! Γνωρίζουμε το θέμα που αναφέρετε με την επαναλαμβανόμενη καταχώρηση συσκευής σε ορισμένες περιπτώσεις. Ετοιμάζεται ήδη διορθωτική έκδοση και θα σας ενημερώσουμε μόλις είναι διαθέσιμη. Κατανοούμε την αναστάτωση και σας ζητούμε συγγνώμη.,2026-05-07 10:30:10,10.1.35,Greece,NBG,mbanking.NBG
bddb271d-0716-4298-bc41-464cb686613c,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Μόλις χρεώθηκα 2 ίδιες πληρωμες από λάθος της εφαρμογης. Κολλάει το υπόλοιπο και πρέπει να βγω και να ξαναμπώ στην εφαρμογη να φανει.Κ όλο χειροτερεύει θέλει να μπω βγω πολλές φορες πια. Άχρηστη εφαρμογή! Update: 6/5/2026. Αδύνατον οι πληρωμές πια, η επιβεβαίωση δεν επιβεβαιώνει ποτέ την πληρωμή! Oλες οι εκπρόσωποι για κλαμματα, λένε δεν έχουν χρόνο για να κάνουμε μαζί τους σωστα τις κινησεις! κ το gov δεν έχει τα στοιχεία μου! Πως μπαίνω με κωδικούς taxis τότε? Άχρηστο κράτος.",1,7,10.1.35,2026-05-06 09:55:41,"Καλησπέρα σας. Παρακαλούμε στείλτε μας τα στοιχεία σας (ονοματεπώνυμο, κινητό, αριθμό κάρτας, ημερομηνία συναλλαγής, αναλυτική περιγραφή του προβλήματος που παρουσιάζεται, username, συσκευή και έκδοση Android που έχετε στο κινητό σας) στο mobilebanking@nbg.gr για να το διερευνήσουμε.",2024-11-18 13:47:46,10.1.35,Greece,NBG,mbanking.NBG
80d6f827-3e4b-4db2-81b6-7045dceb4a5e,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Γενικά η εφαρμογή είναι μια χαρά αλλά σχεδόν κάθε 2-3 μέρες μου ζητάει από την αρχή να κάνω καταχώρηση κινητού, 4ψηφιου γρήγορου κωδικού και δακτυλικου αποτυπωματος. Είναι πραγματικά κουραστικό να γίνεται συνέχεια, ειδικά όταν βιάζεται κάποιος να κάνει μια συναλλαγή ή να δώσει έγκριση συναλλαγής. Δείτε το λίγο",3,1,10.1.35,2026-05-06 09:19:43,Καλησπέρα σας! Γνωρίζουμε το θέμα που αναφέρετε με την επαναλαμβανόμενη καταχώρηση συσκευής σε ορισμένες περιπτώσεις. Ετοιμάζεται ήδη διορθωτική έκδοση και θα σας ενημερώσουμε μόλις είναι διαθέσιμη. Κατανοούμε την αναστάτωση και σας ζητούμε συγγνώμη.,2026-05-07 10:30:00,10.1.35,Greece,NBG,mbanking.NBG
2c90fa8a-4101-4c93-9b12-107acd32ef4f,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,πολύ ωραία,5,0,10.1.35,2026-05-06 05:48:38,Καλησπέρα σας! Ευχαριστούμε πολύ για τη θετική σας αξιολόγηση 😊,2026-05-07 10:29:42,10.1.35,Greece,NBG,mbanking.NBG
1db0c251-361b-4231-bb9f-86098c02744d,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Κάθε φορά που προσπαθώ να συνδεθώ που ζητάει να κάνω εγγραφή της συσκευής. Αυτό συμβαίνει πάνω 5 μήνες. Φτιάξτε το επιτέλους, κούρασε.",1,1,10.1.35,2026-05-05 22:31:40,Καλησπέρα σας! Γνωρίζουμε το θέμα που αναφέρετε με την επαναλαμβανόμενη καταχώρηση συσκευής σε ορισμένες περιπτώσεις. Ετοιμάζεται ήδη διορθωτική έκδοση και θα σας ενημερώσουμε μόλις είναι διαθέσιμη. Κατανοούμε την αναστάτωση και σας ζητούμε συγγνώμη.,2026-05-07 10:29:32,10.1.35,Greece,NBG,mbanking.NBG
863615b0-f7c2-4843-af65-9b8290224d54,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Πολύ κακή εμπειρία! Κάθε μήνα πρέπει να κάνω απεγκατασταση και εκ νέου εγκατάσταση (με όλη τη διαδικασία καταχώρησης της συσκευής) γιατί κάτι παθαίνει η εφαρμογή και δεν αναγνωρίζει το fast pin. Και προφανώς όλο αυτό ενώ θέλω να ολοκληρώσω μια συναλλαγή. Έχω στείλει εννοείται στην εξυπηρέτηση κάμποσες φορές, επί μήνες τώρα, για το θέμα (και συμπληρώνω κάθε φορά από την αρχή της Φόρμα Επικοινωνίας) αλλά η απάντηση αγνοείται.",1,1,10.1.35,2026-05-05 20:18:20,Καλησπέρα σας! Γνωρίζουμε το θέμα που αναφέρετε με την επαναλαμβανόμενη καταχώρηση συσκευής σε ορισμένες περιπτώσεις. Ετοιμάζεται ήδη διορθωτική έκδοση και θα σας ενημερώσουμε μόλις είναι διαθέσιμη. Κατανοούμε την αναστάτωση και σας ζητούμε συγγνώμη.,2026-05-07 10:26:34,10.1.35,Greece,NBG,mbanking.NBG
b8776e1d-b684-4ebd-a51c-55c650f9e41c,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Με την νέα έκδοση πολλές φορές δε σε αφήνει να μπεις κάθε φορά θέλει κωδικούς όλα από την αρχή να τα ρυθμίσεις και έχει γίνει πιο πολύπλοκη χωρίς λόγο ότι χειρότερο!,1,4,10.1.35,2026-05-05 17:59:14,"Καλησπέρα σας. Θα χρειαστούμε περισσότερες πληροφορίες σχετικά με το πρόβλημα που αντιμετωπίζετε. Παρακαλούμε στείλτε μας τα στοιχεία σας (ονοματεπώνυμο, κινητό, αναλυτική περιγραφή του προβλήματος που παρουσιάζεται, username, συσκευή και έκδοση Android που έχετε στο κινητό σας) στο mobilebanking@nbg.gr για να το διερευνήσουμε.",2025-10-29 14:33:10,10.1.35,Greece,NBG,mbanking.NBG
328388fb-4015-462e-82e4-be1457afc742,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ακατανόητο,1,0,10.1.35,2026-05-05 14:29:39,"Καλησπέρα σας! Λυπούμαστε που η εμπειρία σας δεν είναι η αναμενόμενη. Αν αντιμετωπίζετε κάποιο συγκεκριμένο θέμα, μπορείτε να μας στείλετε μια σύντομη περιγραφή στο mobilebanking@nbg.gr, ώστε να το δούμε μαζί και να σας βοηθήσουμε.",2026-05-07 10:54:29,10.1.35,Greece,NBG,mbanking.NBG
94268d5b-eb5e-4af3-a10a-08cab1932bf6,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,πολύ καλή ! κάτι που παρατήρησα είναι ότι η Google σε παλιότερες εφαρμογές δεν επιτρέπει την εγκατάσταση ή την απομνημόνευση κωδικών και θέλει προσοχή έστειλα το κινητό για εγγύηση και τι επόμενο που ήρθε ήταν όλα οκ,5,81,10.1.35,2026-05-05 10:11:45,Καλησπέρα σας! Ευχαριστούμε πολύ για τη θετική σας αξιολόγηση 😊,2026-04-30 14:35:50,10.1.35,Greece,NBG,mbanking.NBG
4c956a2e-6c59-407d-9f0d-3407ebb2d19f,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,δεν μπορώ να διαγράψω παλιές κάρτες ούτε λογαριασμούς από άλλες τράπεζες μόνο να τις κάνω να μην εμφανίζουν μηνύματα. επίσης ο δεύτερος επαγγελματικός λογαριασμό που έχω στην τράπεζα δεν εμφανίζεται,2,1,10.1.35,2026-05-05 01:27:57,"Καλησπέρα σας! Για το θέμα που αναφέρετε με τις κάρτες, τους λογαριασμούς άλλων τραπεζών και τη μη εμφάνιση επαγγελματικού λογαριασμού, θα χρειαστεί να μας στείλετε μια σύντομη περιγραφή και τα στοιχεία σας στο mobilebanking@nbg.gr, ώστε να το διερευνήσουμε πιο συγκεκριμένα.",2026-05-07 11:12:40,10.1.35,Greece,NBG,mbanking.NBG
