reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,country,bank,app_id
15402e5f-c334-4409-bcb0-e4f003092849,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good servises,5,0,2.66.0-rc2_2500c3ab_LIVE,2026-05-05 13:31:21,Thank you for the comment.,2026-05-05 13:45:51,2.66.0-rc2_2500c3ab_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
5af663cc-c7da-4674-8c6a-1841c272f0a8,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ευχαριστημένη!,5,0,2.65.0-rc3_375353dc_LIVE,2026-05-05 13:22:00,Σας ευχαριστούμε για τo σχόλιο.,2026-05-05 13:45:26,2.65.0-rc3_375353dc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
7771c782-4548-4462-b709-e22327e07f12,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,όλα καλά,5,0,2.63.0-rc1_5fb609b3_LIVE,2026-05-04 22:49:37,Σας ευχαριστούμε για τη βαθμολογία.,2026-05-05 08:50:41,2.63.0-rc1_5fb609b3_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
7addb9cf-36ff-4da0-b42e-dae99e1a3e2d,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,καλα,3,0,,2026-05-04 14:22:19,Σας ευχαριστούμε για το σχόλιο.,2026-05-04 15:11:20,,Greece,Piraeus,gr.winbank.mobile.redesign
51bbffa7-b5b2-4770-bbc5-acbc69cac4cd,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,εύκολο στη χρήση,5,0,2.65.0-rc3_375353dc_LIVE,2026-05-04 12:49:32,Σας ευχαριστούμε για το σχόλιο.,2026-05-04 15:11:01,2.65.0-rc3_375353dc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
07663af4-4028-428c-8609-59a50546b14e,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,και ενώ έχετε ενημερωθεί εγγράφως για την άρση της παρακράτησης του λογαριασμού μου από το Δήμο Αμπελοκήπων και ενώ σας έχω στείλει και εγώ ο ίδιος το έγγραφο επιμένετε να θέλω να χάσω ένα μεροκάματο και να μεταβώ ο ίδιος στην τράπεζα απαράδεκτο,3,0,2.65.0-rc3_375353dc_LIVE,2026-05-03 19:10:18,"Σας ευχαριστούμε για το σχόλιο. Για οποιοδήποτε ζήτημα σχετικά με την εφαρμογή μπορείτε να επικοινωνήσετε μαζί μας στο supportebanking@piraeusbank.gr. Eναλλακτικά, μπορείτε να χρησιμοποιήσετε τη φόρμα επικοινωνίας που θα βρείτε στο Προφίλ σας.

",2026-05-04 11:26:05,2.65.0-rc3_375353dc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
d12f30ee-8719-4146-b391-df5552dee487,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Από τις χειρότερες εφαρμογές τραπεζών... Κολλάει μόνιμα.,1,1,2.65.0-rc3_375353dc_LIVE,2026-05-02 17:39:28,"Στόχος μας είναι να διασφαλίσουμε την απρόσκοπτη λειτουργία της εφαρμογής & τη συνεχή βελτίωσή της. Για να διερευνήσουμε το θέμα που αντιμετωπίζετε, παρακαλούμε να μας αποστείλετε περισσότερες λεπτομέρειες στο supportebanking@piraeusbank.gr. Eναλλακτικά, μπορείτε να χρησιμοποιήσετε τη φόρμα επικοινωνίας που θα βρείτε στο Προφίλ σας. Ευχαριστούμε.",2026-05-04 11:23:58,2.65.0-rc3_375353dc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
45f91565-7414-44ee-8b53-159787726184,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Πολύ εύχρηστο και λειτουργικό-πρακτικό,5,1,2.66.0-rc2_2500c3ab_LIVE,2026-05-02 16:50:04,Σας ευχαριστούμε για το σχόλιο.,2026-05-04 11:03:50,2.66.0-rc2_2500c3ab_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
5d109851-cd00-4ee2-9d8f-34eadc3471ff,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,not interested,2,0,2.60.0-rc2_c8795f704_LIVE,2026-05-02 11:17:15,"Our goal is to ensure the seamless operation of the app and its continuous improvement. To investigate the issue you are experiencing, please share more details with us at supportebanking@piraeusbank.gr. Alternatively, you can use the contact form available in your Profile. Thank you.

",2026-05-04 11:21:52,2.60.0-rc2_c8795f704_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
7d0400bf-7011-4d5a-96ec-eb72b977c6a1,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Από την σωρεία αρνητικών κριτικών είναι εμφανές πως κάτι δεν πάει καλά με την εφαρμογή. Δεν μπορώ να το επιβεβαιώσω, γιατί πολύ απλά δεν μπορώ ούτε καν να συνδεθώ με το quick login.....",1,1,2.65.0-rc3_375353dc_LIVE,2026-05-02 07:56:03,"Λυπούμαστε για τις δυσκολίες που αντιμετωπίσατε. Στόχος μας είναι να διασφαλίσουμε την απρόσκοπτη λειτουργία της εφαρμογής και τη συνεχή βελτίωσή της. Εάν συνεχίζετε να αντιμετωπίζετε πρόβλημα με την εφαρμογή, επικοινωνήστε μαζί μας στο supportebanking@piraeusbank.gr. Ευχαριστούμε.",2026-05-04 11:27:35,2.65.0-rc3_375353dc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
de3581b3-05ab-44b8-8c9d-b482fac4d22a,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Χρήσιμη εφαρμογή με ευκολία στην χρήση βέβαια θα ήταν καλύτερη με το να υπάρχει δυνατότητα έκδοσης φυσικής προπληρωμένης κάρτας και ενσωμάτωση της εφαρμογής με τα Yellows έτσι ώστε με μια εφαρμογή να μπορείς να τα κάνεις όλα,5,3,2.66.0-rc2_2500c3ab_LIVE,2026-05-02 01:10:13,Σας ευχαριστούμε για τη βαθμολογία. Το σχόλιό σας θα το λάβουμε υπόψη σε επόμενες βελτιώσεις της εφαρμογής.,2026-05-04 11:07:17,2.66.0-rc2_2500c3ab_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
f767c030-4ebd-4461-a7d3-a1ee1ea83d65,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,επισης εξυπηρετουμαι,5,0,2.65.0-rc3_375353dc_LIVE,2026-05-01 19:21:09,Σας ευχαριστούμε για τη βαθμολογία.,2026-05-04 11:03:15,2.65.0-rc3_375353dc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
deed359c-fc31-4afe-9675-2c1c99ad15bf,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Απο την πραγματικοτητα μεχρι το στοχο σας να βελτιωσετε τις ηλεκτρονικες υπηρεσιες σας, απεχετε ετη φωτος!",1,1,2.65.0-rc3_375353dc_LIVE,2026-04-30 18:23:25,"Απλότητα και ευκολία στην πλοήγηση, είναι οι βασικές αρχές στη σχεδίαση της εφαρμογής. Επειδή η γνώμη και οι προτάσεις σας είναι σημαντικές για τη βελτίωση της εφαρμογής. Επικοινωνήστε τις προτάσεις βελτίωσης ή οποιοδήποτε πρόβλημα στο supportebanking@piraeusbank.gr. Ευχαριστούμε.

",2026-05-04 11:28:46,2.65.0-rc3_375353dc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
9e7373f4-7498-4c59-92ad-30b8ed7acded,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,δεν λειτουργεί σήμερα 30/4/26,2,1,2.65.0-rc3_375353dc_LIVE,2026-04-30 14:19:53,"Εάν εξακολουθείτε να αντιμετωπίζετε πρόβλημα, μπορείτε να επικοινωνήσετε στο supportebanking@piraeusbank.gr. Ευχαριστούμε.",2026-04-30 16:56:57,2.65.0-rc3_375353dc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
1a48dd36-60ff-4578-a0cb-0fdc0067685a,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ικανοποιητική η εξυπηρέτηση της εφαρμογής. Η προσθήκη επιβεβαίωσης συναλλαγής για μεγαλύτερη ασφάλεια, θα ήταν θεμιτή.",4,1,2.65.0-rc3_375353dc_LIVE,2026-04-29 22:19:23,Σας ευχαριστούμε για το σχόλιο.,2026-04-30 11:14:47,2.65.0-rc3_375353dc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
29dab220-682d-4501-b2eb-f4a92dceb422,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Πιο άθλια εφαρμογή δν έχω δει....προσπαθώ εδώ κ καιρό να κάνω επικαιροποιηση στοιχείων αλλά μάταια η Eurobank για μπόρεσε....πάτε για κλείσιμο λογαριασμού ... Είστε φωστήρες εκεί στην εφαρμογή έτσι....εσύ τι λες πως την κάνω την επικαιροποιηση από αλλού ;,1,0,,2026-04-29 17:09:17,"Για να επικαιροποιήσετε τα στοιχεία σας επιλέξτε από το Προφίλ>Επικαιροποίηση μέσω eGov-KYC. Πριν ξεκινήσετε τη διαδικασία βεβαιωθείτε οτι έχετε ενημερωμένα στοιχεία στο Εθνικό Μητρώο Επικοινωνίας (notify.gov.gr). Εάν εξακολουθείτε να αντιμετωπίζετε πρόβλημα, μπορείτε να επικοινωνήσετε στο supportebanking@piraeusbank.gr. Ευχαριστούμε.",2026-04-29 15:03:54,,Greece,Piraeus,gr.winbank.mobile.redesign
f560fe66-376c-4352-8eb1-e28ff39dc7a5,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Εξαιρετική,5,0,2.65.0-rc3_375353dc_LIVE,2026-04-24 17:04:06,Σας ευχαριστούμε για το σχόλιο.,2026-04-27 11:21:09,2.65.0-rc3_375353dc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
47116183-4eff-4500-883b-a1b33a28e232,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Πολλοί καλό,5,0,2.35.0-rc2_f7f21e40_LIVE,2026-04-24 12:34:24,Σας ευχαριστούμε για τη βαθμολογία.,2026-04-27 11:21:22,2.35.0-rc2_f7f21e40_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
d0764e27-80fc-4968-be4e-e4f926c0f9bc,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,δεν μπορω να ανοίξω λογαριασμό προσπαθω συνέχεια παρόλο που λένε ότι πρέπει να αναγράφεται το ονοματεπώνυμο με λατινικούς χαρακτήρες τίποτα δε γίνεται σε άλλες τράπεζες ανοίξα αμέσως χωρίς πρόβλημα μόνο στη δικιά σας υπάρχει το πρόβλημα χωρίς καμία εξυπηρέτηση και χωρίς εκπρωσοπος να είναι διαθέσιμος όλα είναι ενημερωμενα και συνέχεια το ίδιο πρόβλημα υπάρχη μπενω γίνε πελάτης μέσω gov.gr έρχεται ο κωδικός των βάζω δυνω συνενεση να αντλήσει τα στοιχεία μου και μετά με κοβει,1,1,2.59.0-rc2_4dc72ddc_LIVE,2026-04-23 16:12:07,"Μπορείτε να γίνετε πελάτης της Τράπεζας Πειραιώς κατεβάζοντας την εφαρμογή> πατώντας Εγγραφή> Γίνε Πελάτης > Σύνδεση με Gov.gr. Πριν ξεκινήσετε βεβαιωθείτε ότι έχετε ενημερωμένα στοιχεία στο Εθνικό Μητρώο Επικοινωνίας. Εάν εξακολουθείτε να αντιμετωπίζετε πρόβλημα, επικοινωνήστε μαζί μας στο supportebanking@piraeusbank.gr. Ευχαριστούμε.",2026-04-22 11:10:49,2.59.0-rc2_4dc72ddc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
1139a280-f499-40fd-a428-8601e99e79b4,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"πολλά προβλήματα, κάθε λίγο και με πετάει εκτός",2,1,,2026-04-23 15:13:30,"Στόχος μας είναι να διασφαλίσουμε την απρόσκοπτη λειτουργία της εφαρμογής και τη συνεχή βελτίωσή της. Για να διερευνήσουμε το θέμα που αντιμετωπίζετε, παρακαλούμε να μας αποστείλετε περισσότερες λεπτομέρειες στο supportebanking@piraeusbank.gr. Εναλλακτικά, μπορείτε να χρησιμοποιήσετε τη φόρμα επικοινωνίας που θα βρείτε στο Προφίλ σας.Ευχαριστούμε.
",2026-04-23 15:41:01,,Greece,Piraeus,gr.winbank.mobile.redesign
348436b8-b808-4d2c-afe8-ce62b100101b,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Όλα ωραία όλα καλά αλλά σε οποιαδήποτε κατάθεση δεν μπορώ να γράψω κάπου μια αιτιολογία δεν μου δείχνει κάποιο πεδίο για να γράψω!!,4,2,2.65.0-rc3_375353dc_LIVE,2026-04-22 16:27:26,"Σας ευχαριστούμε για το σχόλιό σας. Κατά τη μεταφορά χρημάτων σε δικό σας λογαριασμό εντός της Τράπεζας, το πεδίο «Αιτιολογία» είναι προαιρετικό. Σε μεταφορές προς τρίτο, εντός ή εκτός Τράπεζας, εμφανίζεται το πεδίο «Πληροφορίες για τον δικαιούχο». Για οποιοδήποτε πρόβλημα με την εφαρμογή επικοινωνήστε μαζί μας στο supportebanking@piraeusbank.gr.",2026-04-23 10:05:37,2.65.0-rc3_375353dc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
e7b07814-9229-4bcf-ad23-d6f6b0ac153c,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,το πρόβλημα πότε θα λυθεί μου έχουν γίνει διπλές συναλλαγές κι ακόμη όπως αναφέρθηκε από τα κεντρικά σας δε λύθηκε τα χρήματα παρουσιάζονται αρνητικά,1,2,2.65.0-rc3_375353dc_LIVE,2026-04-22 15:06:11,Λυπούμαστε για την αναστάτωση και ευχαριστούμε για την κατανόηση. Θα θέλαμε να σας ενημερώσουμε οτι πιθανή εμφάνιση διπλής χρέωσης συναλλαγής στον λογαριασμό της κάρτας σας οφείλεται σε τεχνική δυσλειτουργία. Αναμένεται αποκατάσταση του προβλήματος.,2026-04-22 17:16:53,2.65.0-rc3_375353dc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
4ca973fb-48f2-4e64-bbcb-641787b6acf1,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,πρωί πρωί διπλή χρέωση σε συναλλαγή ...παρασκευης......τι θα γίνει κύριοι της Πειραιώς.....θα μας τα κλέβετε τα χρήματα και επίσημα;...θα τα πάρουμε τα χρήματα να ησυχάσουμε..,1,2,2.65.0-rc3_375353dc_LIVE,2026-04-22 12:27:35,Λυπούμαστε για την αναστάτωση και ευχαριστούμε για την κατανόηση. Θα θέλαμε να σας ενημερώσουμε οτι πιθανή εμφάνιση διπλής χρέωσης συναλλαγής στον λογαριασμό της κάρτας σας οφείλεται σε τεχνική δυσλειτουργία. Αναμένεται αποκατάσταση του προβλήματος.,2026-04-22 12:46:58,2.65.0-rc3_375353dc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
46088a5c-61c0-4ada-aa13-b79fff8de9a7,Ένας χρήστης του Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,κανεις μια ασφάλεια με την εφαρμογή και με 2 κλικ σου έχουν παρει τα λεφτά και στα περνούν πάγια χωρις πολλά πολλά καθε χρόνο. και οταν μετα απο ενα χρόνο το καταλάβεις για να ακυρώσεις δεν υπάρχει επιλογή στην εφαρμογή (ΤΟ ΞΕΧΑΣΑΝ ΑΥΤΟ ΟΙ ΜΑΓΚΕΣ ΣΤΟ ΕΛΛΑΔΙΣΤΑΝ) αναμονή στα τηλέφωνα ή ραντεβού σε κατάστημα η γραψε ενα mail την ιστορία της ζωής μας με οτι σας ζητήσουν για να ακυρώσουν κατι που το έκανα με 2 κλικ στην εφαρμογή. κοροϊδία σε ολο το μεγαλείο!!!!!,1,2,2.65.0-rc3_375353dc_LIVE,2026-04-21 11:19:28,"Λυπούμαστε για τις δυσκολίες που αντιμετωπίσατε. H γνώμη και οι προτάσεις σας είναι σημαντικές για τη βελτίωση της εφαρμογής. Επικοινωνήστε τις προτάσεις βελτίωσης ή οποιοδήποτε πρόβλημα στο supportebanking@piraeusbank.gr. Eναλλακτικά, μπορείτε να χρησιμοποιήσετε τη φόρμα επικοινωνίας που θα βρείτε στο Προφίλ σας. Ευχαριστούμε.",2026-04-21 11:12:32,2.65.0-rc3_375353dc_LIVE,Greece,Piraeus,gr.winbank.mobile.redesign
